2026-08-27 10:59:33,402 | INFO | __main__ | Agente lanzado: Agentes.simplificador_agente:app en puerto 8001 (pid 7244)
2026-08-27 11:09:54,098 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_sintactico:app en puerto 8008 (pid 13300)
2026-08-27 11:09:54,127 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_estructural:app en puerto 8009 (pid 17580)
2026-08-27 11:09:54,139 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_lexico:app en puerto 8010 (pid 13912)
2026-08-27 11:09:54,140 | INFO | __main__ | Esperando a que los agentes arranquen...
2026-08-27 11:09:58,178 | INFO | httpx | HTTP Request: GET http://localhost:8001/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:58,179 | INFO | __main__ | Agente 'simplificador' listo en http://localhost:8001
2026-08-27 11:09:58,441 | INFO | httpx | HTTP Request: GET http://localhost:8002/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:58,441 | INFO | __main__ | Agente 'critico' listo en http://localhost:8002
2026-08-27 11:09:58,709 | INFO | httpx | HTTP Request: GET http://localhost:8003/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:58,711 | INFO | __main__ | Agente 'supervisor' listo en http://localhost:8003
2026-08-27 11:09:58,976 | INFO | httpx | HTTP Request: GET http://localhost:8004/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:58,977 | INFO | __main__ | Agente 'definicion' listo en http://localhost:8004
2026-08-27 11:09:59,249 | INFO | httpx | HTTP Request: GET http://localhost:8005/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:59,251 | INFO | __main__ | Agente 'simplificador_oraciones' listo en http://localhost:8005
2026-08-27 11:09:59,530 | INFO | httpx | HTTP Request: GET http://localhost:8006/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:59,531 | INFO | __main__ | Agente 'simplificador_estructural' listo en http://localhost:8006
2026-08-27 11:09:59,791 | INFO | httpx | HTTP Request: GET http://localhost:8007/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:09:59,792 | INFO | __main__ | Agente 'simplificador_lexico' listo en http://localhost:8007
2026-08-27 11:10:00,068 | INFO | httpx | HTTP Request: GET http://localhost:8008/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:10:00,069 | INFO | __main__ | Agente 'critico_oraciones' listo en http://localhost:8008
2026-08-27 11:10:00,350 | INFO | httpx | HTTP Request: GET http://localhost:8009/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:10:00,352 | INFO | __main__ | Agente 'critico_estructural' listo en http://localhost:8009
2026-08-27 11:10:00,633 | INFO | httpx | HTTP Request: GET http://localhost:8010/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:10:00,634 | INFO | __main__ | Agente 'critico_lexico' listo en http://localhost:8010
2026-08-27 11:10:00,636 | INFO | __main__ | Todos los agentes están listos. API escuchando en http://localhost:8000
2026-08-27 11:10:21,185 | INFO | httpx | HTTP Request: POST http://localhost:8003/tasks/send "HTTP/1.1 200 OK"
2026-08-27 11:10:21,188 | ERROR | __main__ | Error en la tarea: El agente http://localhost:8002 falló: No se ha podido obtener ningún informe crítico.
2026-08-27 11:10:21,236 | INFO | __main__ | Apagando agentes...
2026-08-27 11:14:42,304 | INFO | __main__ | Agente lanzado: Agentes.simplificador_agente:app en puerto 8001 (pid 4528)
2026-08-27 11:14:42,315 | INFO | __main__ | Agente lanzado: Agentes.critico_agente:app en puerto 8002 (pid 6468)
2026-08-27 11:14:42,326 | INFO | __main__ | Agente lanzado: Agentes.supervisor_agente:app en puerto 8003 (pid 7240)
2026-08-27 11:14:42,337 | INFO | __main__ | Agente lanzado: Agentes.definicion_agente:app en puerto 8004 (pid 8452)
2026-08-27 11:14:42,345 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_sintactico:app en puerto 8005 (pid 5072)
2026-08-27 11:14:42,356 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_estructural:app en puerto 8006 (pid 2832)
2026-08-27 11:14:42,364 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_lexico:app en puerto 8007 (pid 8992)
2026-08-27 11:14:42,374 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_sintactico:app en puerto 8008 (pid 2416)
2026-08-27 11:14:42,383 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_estructural:app en puerto 8009 (pid 10036)
2026-08-27 11:14:42,393 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_lexico:app en puerto 8010 (pid 3572)
2026-08-27 11:14:42,393 | INFO | __main__ | Esperando a que los agentes arranquen...
2026-08-27 11:14:46,393 | INFO | httpx | HTTP Request: GET http://localhost:8001/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:46,394 | INFO | __main__ | Agente 'simplificador' listo en http://localhost:8001
2026-08-27 11:14:46,658 | INFO | httpx | HTTP Request: GET http://localhost:8002/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:46,659 | INFO | __main__ | Agente 'critico' listo en http://localhost:8002
2026-08-27 11:14:46,924 | INFO | httpx | HTTP Request: GET http://localhost:8003/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:46,924 | INFO | __main__ | Agente 'supervisor' listo en http://localhost:8003
2026-08-27 11:14:47,190 | INFO | httpx | HTTP Request: GET http://localhost:8004/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:47,192 | INFO | __main__ | Agente 'definicion' listo en http://localhost:8004
2026-08-27 11:14:47,456 | INFO | httpx | HTTP Request: GET http://localhost:8005/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:47,457 | INFO | __main__ | Agente 'simplificador_oraciones' listo en http://localhost:8005
2026-08-27 11:14:47,725 | INFO | httpx | HTTP Request: GET http://localhost:8006/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:47,726 | INFO | __main__ | Agente 'simplificador_estructural' listo en http://localhost:8006
2026-08-27 11:14:47,990 | INFO | httpx | HTTP Request: GET http://localhost:8007/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:47,991 | INFO | __main__ | Agente 'simplificador_lexico' listo en http://localhost:8007
2026-08-27 11:14:48,267 | INFO | httpx | HTTP Request: GET http://localhost:8008/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:48,268 | INFO | __main__ | Agente 'critico_oraciones' listo en http://localhost:8008
2026-08-27 11:14:48,550 | INFO | httpx | HTTP Request: GET http://localhost:8009/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:48,551 | INFO | __main__ | Agente 'critico_estructural' listo en http://localhost:8009
2026-08-27 11:14:48,824 | INFO | httpx | HTTP Request: GET http://localhost:8010/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:14:48,826 | INFO | __main__ | Agente 'critico_lexico' listo en http://localhost:8010
2026-08-27 11:14:48,828 | INFO | __main__ | Todos los agentes están listos. API escuchando en http://localhost:8000
2026-08-27 11:15:07,500 | INFO | httpx | HTTP Request: POST http://localhost:8003/tasks/send "HTTP/1.1 200 OK"
2026-08-27 11:15:07,503 | ERROR | __main__ | Error en la tarea: El agente http://localhost:8002 falló: No se ha podido obtener ningún informe crítico.
2026-08-27 11:16:01,458 | INFO | httpx | HTTP Request: POST http://localhost:8003/tasks/send "HTTP/1.1 200 OK"
2026-08-27 11:16:01,460 | ERROR | __main__ | Error en la tarea: El agente http://localhost:8002 falló: No se ha podido obtener ningún informe crítico.
2026-08-27 11:16:01,493 | INFO | __main__ | Apagando agentes...
2026-08-27 11:28:03,813 | INFO | __main__ | Agente lanzado: Agentes.simplificador_agente:app en puerto 8001 (pid 22284)
2026-08-27 11:28:03,822 | INFO | __main__ | Agente lanzado: Agentes.critico_agente:app en puerto 8002 (pid 18768)
2026-08-27 11:28:03,834 | INFO | __main__ | Agente lanzado: Agentes.supervisor_agente:app en puerto 8003 (pid 14560)
2026-08-27 11:28:03,847 | INFO | __main__ | Agente lanzado: Agentes.definicion_agente:app en puerto 8004 (pid 14444)
2026-08-27 11:28:03,856 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_sintactico:app en puerto 8005 (pid 7668)
2026-08-27 11:28:03,865 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_estructural:app en puerto 8006 (pid 9144)
2026-08-27 11:28:03,877 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_lexico:app en puerto 8007 (pid 3256)
2026-08-27 11:28:03,887 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_sintactico:app en puerto 8008 (pid 14392)
2026-08-27 11:28:03,898 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_estructural:app en puerto 8009 (pid 3444)
2026-08-27 11:28:03,908 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_lexico:app en puerto 8010 (pid 7044)
2026-08-27 11:28:03,909 | INFO | __main__ | Esperando a que los agentes arranquen...
2026-08-27 11:28:07,903 | INFO | httpx | HTTP Request: GET http://localhost:8001/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:07,904 | INFO | __main__ | Agente 'simplificador' listo en http://localhost:8001
2026-08-27 11:28:08,169 | INFO | httpx | HTTP Request: GET http://localhost:8002/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:08,170 | INFO | __main__ | Agente 'critico' listo en http://localhost:8002
2026-08-27 11:28:08,434 | INFO | httpx | HTTP Request: GET http://localhost:8003/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:08,435 | INFO | __main__ | Agente 'supervisor' listo en http://localhost:8003
2026-08-27 11:28:08,699 | INFO | httpx | HTTP Request: GET http://localhost:8004/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:08,700 | INFO | __main__ | Agente 'definicion' listo en http://localhost:8004
2026-08-27 11:28:08,966 | INFO | httpx | HTTP Request: GET http://localhost:8005/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:08,967 | INFO | __main__ | Agente 'simplificador_oraciones' listo en http://localhost:8005
2026-08-27 11:28:09,236 | INFO | httpx | HTTP Request: GET http://localhost:8006/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:09,237 | INFO | __main__ | Agente 'simplificador_estructural' listo en http://localhost:8006
2026-08-27 11:28:09,503 | INFO | httpx | HTTP Request: GET http://localhost:8007/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:09,504 | INFO | __main__ | Agente 'simplificador_lexico' listo en http://localhost:8007
2026-08-27 11:28:09,768 | INFO | httpx | HTTP Request: GET http://localhost:8008/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:09,769 | INFO | __main__ | Agente 'critico_oraciones' listo en http://localhost:8008
2026-08-27 11:28:10,035 | INFO | httpx | HTTP Request: GET http://localhost:8009/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:10,036 | INFO | __main__ | Agente 'critico_estructural' listo en http://localhost:8009
2026-08-27 11:28:10,309 | INFO | httpx | HTTP Request: GET http://localhost:8010/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:28:10,310 | INFO | __main__ | Agente 'critico_lexico' listo en http://localhost:8010
2026-08-27 11:28:10,313 | INFO | __main__ | Todos los agentes están listos. API escuchando en http://localhost:8000
2026-08-27 11:28:26,289 | INFO | __main__ | Apagando agentes...
2026-08-27 11:30:50,461 | INFO | __main__ | Agente lanzado: Agentes.simplificador_agente:app en puerto 8001 (pid 9884)
2026-08-27 11:30:50,473 | INFO | __main__ | Agente lanzado: Agentes.critico_agente:app en puerto 8002 (pid 4548)
2026-08-27 11:30:50,486 | INFO | __main__ | Agente lanzado: Agentes.supervisor_agente:app en puerto 8003 (pid 2816)
2026-08-27 11:30:50,497 | INFO | __main__ | Agente lanzado: Agentes.definicion_agente:app en puerto 8004 (pid 8364)
2026-08-27 11:30:50,505 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_sintactico:app en puerto 8005 (pid 2900)
2026-08-27 11:30:50,515 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_estructural:app en puerto 8006 (pid 10824)
2026-08-27 11:30:50,525 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_lexico:app en puerto 8007 (pid 11072)
2026-08-27 11:30:50,535 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_sintactico:app en puerto 8008 (pid 13016)
2026-08-27 11:30:50,544 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_estructural:app en puerto 8009 (pid 17916)
2026-08-27 11:30:50,552 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_lexico:app en puerto 8010 (pid 520)
2026-08-27 11:30:50,553 | INFO | __main__ | Esperando a que los agentes arranquen...
2026-08-27 11:30:54,583 | INFO | httpx | HTTP Request: GET http://localhost:8001/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:54,584 | INFO | __main__ | Agente 'simplificador' listo en http://localhost:8001
2026-08-27 11:30:54,849 | INFO | httpx | HTTP Request: GET http://localhost:8002/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:54,850 | INFO | __main__ | Agente 'critico' listo en http://localhost:8002
2026-08-27 11:30:55,117 | INFO | httpx | HTTP Request: GET http://localhost:8003/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:55,118 | INFO | __main__ | Agente 'supervisor' listo en http://localhost:8003
2026-08-27 11:30:55,387 | INFO | httpx | HTTP Request: GET http://localhost:8004/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:55,388 | INFO | __main__ | Agente 'definicion' listo en http://localhost:8004
2026-08-27 11:30:55,651 | INFO | httpx | HTTP Request: GET http://localhost:8005/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:55,652 | INFO | __main__ | Agente 'simplificador_oraciones' listo en http://localhost:8005
2026-08-27 11:30:55,919 | INFO | httpx | HTTP Request: GET http://localhost:8006/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:55,920 | INFO | __main__ | Agente 'simplificador_estructural' listo en http://localhost:8006
2026-08-27 11:30:56,193 | INFO | httpx | HTTP Request: GET http://localhost:8007/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:56,194 | INFO | __main__ | Agente 'simplificador_lexico' listo en http://localhost:8007
2026-08-27 11:30:56,458 | INFO | httpx | HTTP Request: GET http://localhost:8008/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:56,459 | INFO | __main__ | Agente 'critico_oraciones' listo en http://localhost:8008
2026-08-27 11:30:56,726 | INFO | httpx | HTTP Request: GET http://localhost:8009/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:56,728 | INFO | __main__ | Agente 'critico_estructural' listo en http://localhost:8009
2026-08-27 11:30:56,991 | INFO | httpx | HTTP Request: GET http://localhost:8010/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:30:56,992 | INFO | __main__ | Agente 'critico_lexico' listo en http://localhost:8010
2026-08-27 11:30:56,994 | INFO | __main__ | Todos los agentes están listos. API escuchando en http://localhost:8000
2026-08-27 11:31:14,857 | INFO | __main__ | Apagando agentes...
2026-08-27 11:35:16,806 | INFO | __main__ | Agente lanzado: Agentes.simplificador_agente:app en puerto 8001 (pid 19660)
2026-08-27 11:35:16,816 | INFO | __main__ | Agente lanzado: Agentes.critico_agente:app en puerto 8002 (pid 14812)
2026-08-27 11:35:16,826 | INFO | __main__ | Agente lanzado: Agentes.supervisor_agente:app en puerto 8003 (pid 16796)
2026-08-27 11:35:16,837 | INFO | __main__ | Agente lanzado: Agentes.definicion_agente:app en puerto 8004 (pid 12324)
2026-08-27 11:35:16,846 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_sintactico:app en puerto 8005 (pid 21252)
2026-08-27 11:35:16,855 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_estructural:app en puerto 8006 (pid 22288)
2026-08-27 11:35:16,865 | INFO | __main__ | Agente lanzado: Agentes.agentes_simplificacion.simplificador_lexico:app en puerto 8007 (pid 11176)
2026-08-27 11:35:16,874 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_sintactico:app en puerto 8008 (pid 7676)
2026-08-27 11:35:16,891 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_estructural:app en puerto 8009 (pid 12588)
2026-08-27 11:35:16,902 | INFO | __main__ | Agente lanzado: Agentes.agentes_critico.critico_lexico:app en puerto 8010 (pid 20220)
2026-08-27 11:35:16,902 | INFO | __main__ | Esperando a que los agentes arranquen...
2026-08-27 11:35:21,035 | INFO | httpx | HTTP Request: GET http://localhost:8001/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:35:21,037 | INFO | __main__ | Agente 'simplificador' listo en http://localhost:8001
2026-08-27 11:35:21,300 | INFO | httpx | HTTP Request: GET http://localhost:8002/.well-known/agent.json "HTTP/1.1 200 OK"
2026-08-27 11:35:21,301 | INFO | __main__ | Agente 'critico' listo en http://localhost:8002
